tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-540,Wimbledon,Grass,128.0,G,20000626.0,105.0,102563.0,,,Thomas Johansson,R,180.0,SWE,25.2594113621,57.0,705.0,101320.0,,,Magnus Gustafsson,R,185.0,SWE,33.4784394251,72.0,575.0,6-7(3) 7-6(1) 6-4 5-7 6-3,5.0,R32,213.0,18.0,6.0,187.0,102.0,80.0,41.0,27.0,6.0,10.0,8.0,7.0,169.0,102.0,76.0,32.0,28.0,4.0,10.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,106.0,102158.0,12.0,,Patrick Rafter,R,185.0,AUS,27.4934976044,21.0,1165.0,102783.0,,,Rainer Schuettler,R,180.0,GER,24.1697467488,77.0,550.0,6-2 7-6(2) 6-3,5.0,R32,122.0,8.0,2.0,90.0,60.0,50.0,17.0,14.0,6.0,6.0,6.0,5.0,105.0,52.0,38.0,22.0,15.0,7.0,11.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,107.0,101820.0,,,Marc Rosset,R,201.0,SUI,29.6344969199,33.0,930.0,103163.0,,,Tommy Haas,R,188.0,GER,22.2313483915,23.0,1150.0,6-4 3-6 6-3 3-6 9-7,5.0,R32,202.0,19.0,16.0,173.0,111.0,90.0,25.0,26.0,7.0,9.0,14.0,6.0,153.0,90.0,68.0,38.0,27.0,4.0,7.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,108.0,102880.0,,,Alexander Popp,R,201.0,GER,23.6413415469,114.0,361.0,102856.0,4.0,,Gustavo Kuerten,R,190.0,BRA,23.7919233402,4.0,3211.0,7-6(6) 6-2 6-1,5.0,R32,92.0,6.0,2.0,84.0,61.0,51.0,12.0,13.0,2.0,2.0,6.0,2.0,94.0,66.0,40.0,14.0,14.0,4.0,9.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,109.0,102450.0,8.0,,Tim Henman,R,185.0,GBR,25.8042436687,14.0,1597.0,102271.0,,,Hicham Arazi,L,175.0,MAR,26.6858316222,38.0,867.0,6-3 6-3 6-3,5.0,R32,107.0,6.0,1.0,80.0,51.0,42.0,20.0,14.0,1.0,1.0,0.0,6.0,99.0,58.0,37.0,18.0,13.0,5.0,9.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,110.0,102882.0,10.0,,Mark Philippoussis,R,196.0,AUS,23.6331279945,18.0,1281.0,102854.0,,,Sjeng Schalken,R,193.0,NED,23.7973990418,53.0,723.0,4-6 6-3 6-7(7) 7-6(4) 20-18,5.0,R32,299.0,38.0,14.0,224.0,128.0,113.0,61.0,41.0,2.0,4.0,26.0,18.0,248.0,147.0,120.0,55.0,40.0,10.0,13.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,111.0,102184.0,,Q,David Prinosil,R,185.0,GER,27.2991101985,84.0,486.0,102093.0,,,Martin Damm,R,188.0,CZE,27.9014373717,86.0,476.0,7-6(2) 3-6 7-6(0) 6-4,5.0,R32,150.0,21.0,11.0,121.0,63.0,60.0,32.0,21.0,4.0,5.0,4.0,5.0,138.0,91.0,68.0,26.0,22.0,4.0,5.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,112.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,30.160164271,1.0,4375.0,102259.0,,,Jerome Golmard,L,188.0,FRA,26.7953456537,70.0,593.0,6-3 6-3 6-4,5.0,R32,106.0,10.0,3.0,90.0,54.0,44.0,18.0,14.0,2.0,2.0,5.0,3.0,78.0,52.0,34.0,14.0,14.0,5.0,9.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,113.0,101948.0,1.0,,Pete Sampras,R,185.0,USA,28.8733744011,3.0,3261.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,28.2600958248,78.0,541.0,6-3 6-2 7-5,5.0,R16,95.0,15.0,7.0,82.0,48.0,43.0,19.0,15.0,1.0,1.0,5.0,4.0,84.0,58.0,36.0,14.0,14.0,3.0,7.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,114.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,23.0636550308,56.0,707.0,102358.0,9.0,,Thomas Enqvist,R,190.0,SWE,26.288843258,8.0,1948.0,7-6(5) 3-6 6-3 6-4,5.0,R16,160.0,34.0,8.0,123.0,63.0,55.0,34.0,20.0,4.0,5.0,25.0,11.0,123.0,62.0,51.0,37.0,20.0,3.0,5.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,115.0,101647.0,,,Byron Black,R,175.0,ZIM,30.7214236824,52.0,735.0,101150.0,,,Gianluca Pozzi,L,180.0,ITA,35.0253251198,64.0,644.0,4-6 7-6(5) 6-2 6-4,5.0,R16,164.0,5.0,3.0,131.0,87.0,60.0,26.0,20.0,7.0,10.0,16.0,3.0,117.0,59.0,50.0,26.0,20.0,4.0,9.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,116.0,103166.0,,Q,Vladimir Voltchkov,R,180.0,BLR,22.2203969884,237.0,140.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,28.7802874743,37.0,868.0,6-3 6-4 7-6(0),5.0,R16,107.0,1.0,2.0,94.0,76.0,60.0,11.0,16.0,1.0,1.0,6.0,2.0,89.0,68.0,51.0,8.0,15.0,5.0,7.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,117.0,102158.0,12.0,,Patrick Rafter,R,185.0,AUS,27.4934976044,21.0,1165.0,102563.0,,,Thomas Johansson,R,180.0,SWE,25.2594113621,57.0,705.0,6-3 6-4 6-7(4) 6-1,5.0,R16,154.0,18.0,3.0,110.0,70.0,57.0,26.0,20.0,4.0,5.0,7.0,4.0,124.0,70.0,52.0,24.0,18.0,7.0,12.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,118.0,102880.0,,,Alexander Popp,R,201.0,GER,23.6413415469,114.0,361.0,101820.0,,,Marc Rosset,R,201.0,SUI,29.6344969199,33.0,930.0,6-1 6-4 3-6 4-6 6-1,5.0,R16,145.0,8.0,10.0,150.0,94.0,75.0,24.0,22.0,16.0,19.0,15.0,9.0,124.0,86.0,62.0,14.0,21.0,4.0,10.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,119.0,102882.0,10.0,,Mark Philippoussis,R,196.0,AUS,23.6331279945,18.0,1281.0,102450.0,8.0,,Tim Henman,R,185.0,GBR,25.8042436687,14.0,1597.0,6-1 5-7 6-7(9) 6-3 6-4,5.0,R16,192.0,32.0,9.0,158.0,92.0,76.0,38.0,26.0,4.0,6.0,14.0,5.0,136.0,90.0,71.0,21.0,24.0,6.0,11.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,120.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,30.160164271,1.0,4375.0,102184.0,,Q,David Prinosil,R,185.0,GER,27.2991101985,84.0,486.0,6-4 6-3 6-3,5.0,R16,104.0,10.0,1.0,84.0,49.0,37.0,24.0,14.0,4.0,4.0,11.0,4.0,96.0,49.0,32.0,23.0,14.0,6.0,10.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,121.0,101948.0,1.0,,Pete Sampras,R,185.0,USA,28.8733744011,3.0,3261.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,23.0636550308,56.0,707.0,6-4 6-7(4) 6-4 6-4,5.0,QF,166.0,22.0,7.0,132.0,93.0,74.0,20.0,21.0,3.0,3.0,22.0,2.0,135.0,82.0,59.0,32.0,21.0,8.0,11.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,122.0,103166.0,,Q,Vladimir Voltchkov,R,180.0,BLR,22.2203969884,237.0,140.0,101647.0,,,Byron Black,R,175.0,ZIM,30.7214236824,52.0,735.0,7-6(2) 7-6(2) 6-4,5.0,QF,145.0,7.0,4.0,114.0,68.0,49.0,21.0,17.0,7.0,13.0,1.0,2.0,109.0,68.0,42.0,19.0,17.0,2.0,9.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,123.0,102158.0,12.0,,Patrick Rafter,R,185.0,AUS,27.4934976044,21.0,1165.0,102880.0,,,Alexander Popp,R,201.0,GER,23.6413415469,114.0,361.0,6-3 6-2 7-6(1),5.0,QF,107.0,7.0,4.0,81.0,56.0,43.0,18.0,15.0,0.0,1.0,5.0,8.0,108.0,66.0,41.0,18.0,14.0,3.0,7.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,124.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,30.160164271,1.0,4375.0,102882.0,10.0,,Mark Philippoussis,R,196.0,AUS,23.6331279945,18.0,1281.0,7-6(4) 6-3 6-4,5.0,QF,118.0,7.0,2.0,112.0,78.0,61.0,16.0,16.0,5.0,5.0,22.0,6.0,85.0,56.0,47.0,14.0,15.0,2.0,4.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,125.0,101948.0,1.0,,Pete Sampras,R,185.0,USA,28.8733744011,3.0,3261.0,103166.0,,Q,Vladimir Voltchkov,R,180.0,BLR,22.2203969884,237.0,140.0,7-6(4) 6-2 6-4,5.0,SF,99.0,12.0,6.0,76.0,44.0,41.0,23.0,15.0,0.0,0.0,9.0,6.0,95.0,58.0,42.0,19.0,15.0,4.0,7.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,126.0,102158.0,12.0,,Patrick Rafter,R,185.0,AUS,27.4934976044,21.0,1165.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,30.160164271,1.0,4375.0,7-5 4-6 7-5 4-6 6-3,5.0,SF,198.0,14.0,7.0,167.0,103.0,71.0,38.0,27.0,5.0,9.0,6.0,7.0,152.0,96.0,67.0,32.0,26.0,7.0,12.0
2000-540,Wimbledon,Grass,128.0,G,20000626.0,127.0,101948.0,1.0,,Pete Sampras,R,185.0,USA,28.8733744011,3.0,3261.0,102158.0,12.0,,Patrick Rafter,R,185.0,AUS,27.4934976044,21.0,1165.0,6-7(10) 7-6(5) 6-4 6-2,5.0,F,178.0,24.0,12.0,132.0,84.0,74.0,27.0,21.0,2.0,2.0,10.0,7.0,167.0,97.0,73.0,34.0,21.0,11.0,14.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,1.0,101736.0,1.0,,Andre Agassi,R,180.0,USA,30.083504449,1.0,5085.0,102179.0,,WC,Antony Dupuis,R,185.0,FRA,27.2580424367,116.0,355.0,7-6(7) 6-3 6-4,5.0,R128,132.0,8.0,3.0,99.0,67.0,49.0,19.0,15.0,2.0,4.0,9.0,6.0,100.0,52.0,38.0,22.0,16.0,9.0,13.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,2.0,102344.0,,,Karol Kucera,R,188.0,SVK,26.2368240931,40.0,845.0,103202.0,,Q,Oscar Serrano,R,173.0,ESP,22.0123203285,219.0,158.0,6-1 6-2 6-1,5.0,R128,75.0,11.0,4.0,63.0,38.0,27.0,13.0,11.0,4.0,6.0,0.0,1.0,66.0,50.0,13.0,9.0,11.0,14.0,23.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,3.0,103181.0,,,Jiri Vanek,R,185.0,CZE,22.0971937029,88.0,463.0,102238.0,,,Alberto Berasategui,R,173.0,ESP,26.9185489391,83.0,494.0,6-1 6-1 6-7(5) 5-7 6-1,5.0,R128,187.0,9.0,5.0,162.0,94.0,66.0,34.0,22.0,7.0,13.0,1.0,8.0,175.0,120.0,65.0,15.0,23.0,12.0,25.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,4.0,102644.0,,,Franco Squillari,L,183.0,ARG,24.7693360712,45.0,802.0,102880.0,,,Alexander Popp,R,201.0,GER,23.5646817248,110.0,376.0,3-6 6-3 6-2 6-0,5.0,R128,117.0,2.0,4.0,100.0,56.0,37.0,25.0,16.0,4.0,7.0,2.0,4.0,86.0,50.0,27.0,17.0,16.0,9.0,17.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,5.0,103454.0,,,Nicolas Massu,R,183.0,CHI,20.6351813826,75.0,579.0,102831.0,,Q,Jacobo Diaz,R,173.0,ESP,23.8822724162,130.0,310.0,6-4 6-3 6-3,5.0,R128,130.0,5.0,1.0,89.0,45.0,30.0,23.0,14.0,6.0,9.0,2.0,5.0,89.0,60.0,36.0,10.0,14.0,5.0,12.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,6.0,101727.0,,,Jason Stoltenberg,R,185.0,AUS,30.1519507187,81.0,528.0,102562.0,,,Jiri Novak,R,190.0,CZE,25.1882272416,43.0,821.0,6-4 6-3 3-6 6-1,5.0,R128,117.0,5.0,6.0,112.0,59.0,44.0,26.0,18.0,3.0,8.0,1.0,1.0,105.0,69.0,41.0,13.0,17.0,5.0,13.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,7.0,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,20.7474332649,56.0,714.0,101774.0,,,Todd Martin,R,198.0,USA,29.8918548939,22.0,1181.0,4-6 6-3 6-4 6-4,5.0,R128,158.0,5.0,7.0,138.0,70.0,49.0,39.0,20.0,12.0,15.0,10.0,4.0,122.0,72.0,52.0,24.0,19.0,10.0,15.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,8.0,101962.0,15.0,,Younes El Aynaoui,R,193.0,MAR,28.7118412047,15.0,1389.0,103444.0,,WC,Jean Rene Lisnard,R,173.0,MON,20.6762491444,148.0,254.0,3-6 2-6 6-4 6-3 6-1,5.0,R128,191.0,12.0,7.0,169.0,88.0,59.0,35.0,22.0,16.0,23.0,2.0,4.0,134.0,84.0,49.0,27.0,21.0,12.0,20.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,9.0,103720.0,9.0,,Lleyton Hewitt,R,180.0,AUS,19.2580424367,9.0,1782.0,101543.0,,,Jeff Tarango,L,180.0,USA,31.5208761123,58.0,698.0,7-6(5) 7-6(3) 6-3,5.0,R128,145.0,11.0,7.0,109.0,50.0,39.0,36.0,16.0,1.0,3.0,8.0,11.0,113.0,65.0,46.0,24.0,17.0,7.0,10.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,10.0,103082.0,,,Markus Hantschk,R,188.0,GER,22.5242984257,94.0,438.0,102184.0,,,David Prinosil,R,185.0,GER,27.2224503765,127.0,313.0,6-2 6-7(7) 7-6(5) 6-4,5.0,R128,184.0,9.0,5.0,181.0,116.0,74.0,35.0,21.0,15.0,20.0,11.0,11.0,164.0,86.0,67.0,26.0,21.0,6.0,14.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,11.0,102722.0,,Q,Attila Savolt,R,183.0,HUN,24.3121149897,149.0,251.0,101675.0,,,Martin Rodriguez,R,178.0,ARG,30.4449007529,111.0,370.0,3-6 3-6 6-4 6-4 6-2,5.0,R128,207.0,5.0,3.0,136.0,91.0,64.0,23.0,23.0,12.0,17.0,13.0,6.0,153.0,82.0,59.0,35.0,23.0,10.0,16.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,12.0,102905.0,,,Stefan Koubek,L,175.0,AUT,23.4031485284,32.0,941.0,102869.0,,,Galo Blanco,R,173.0,ESP,23.6386036961,68.0,628.0,6-3 1-6 7-6(5) 6-2,5.0,R128,132.0,8.0,6.0,112.0,67.0,49.0,20.0,18.0,8.0,13.0,4.0,5.0,111.0,67.0,42.0,22.0,18.0,10.0,16.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,13.0,102610.0,,,Albert Costa,R,180.0,ESP,24.9281314168,18.0,1327.0,101964.0,,,Goran Ivanisevic,L,193.0,CRO,28.7091033539,67.0,652.0,6-3 6-3 6-0,5.0,R128,77.0,11.0,1.0,61.0,33.0,25.0,23.0,12.0,0.0,0.0,7.0,5.0,76.0,38.0,26.0,13.0,12.0,6.0,12.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,14.0,102024.0,,,Hernan Gumy,R,188.0,ARG,28.2327173169,93.0,453.0,102845.0,,,Carlos Moya,R,190.0,ESP,23.7535934292,35.0,898.0,7-6(4) 6-2 4-6 3-6 6-3,5.0,R128,217.0,5.0,8.0,156.0,108.0,75.0,18.0,24.0,13.0,20.0,15.0,7.0,172.0,92.0,61.0,36.0,24.0,18.0,26.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,15.0,103292.0,,,Gaston Gaudio,R,175.0,ARG,21.4702258727,47.0,792.0,103324.0,,,Arnaud Di Pasquale,R,185.0,FRA,21.2950034223,51.0,776.0,6-2 6-3 6-2,5.0,R128,112.0,0.0,0.0,69.0,44.0,26.0,15.0,12.0,8.0,12.0,2.0,2.0,87.0,55.0,25.0,12.0,13.0,7.0,17.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,16.0,102358.0,7.0,,Thomas Enqvist,R,190.0,SWE,26.212183436,7.0,1890.0,103294.0,,,Christophe Rochus,R,170.0,BEL,21.453798768,89.0,459.0,6-2 6-0 6-0,5.0,R128,65.0,9.0,3.0,56.0,34.0,29.0,10.0,10.0,8.0,9.0,1.0,3.0,70.0,36.0,15.0,9.0,10.0,9.0,18.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,17.0,102796.0,3.0,,Magnus Norman,R,188.0,SWE,23.9972621492,3.0,2868.0,101945.0,,Q,Thierry Guardiola,R,188.0,FRA,28.810403833,119.0,347.0,6-4 6-4 6-0,5.0,R128,103.0,8.0,0.0,72.0,46.0,30.0,18.0,13.0,5.0,7.0,1.0,2.0,81.0,49.0,29.0,11.0,13.0,5.0,12.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,18.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,27.4688569473,29.0,971.0,101320.0,,,Magnus Gustafsson,R,185.0,SWE,33.401779603,78.0,537.0,6-3 3-6 6-4 6-4,5.0,R128,152.0,5.0,4.0,114.0,63.0,44.0,29.0,19.0,6.0,10.0,2.0,4.0,125.0,80.0,48.0,22.0,19.0,12.0,18.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,19.0,102227.0,,,Sargis Sargsian,R,180.0,ARM,26.9869952088,60.0,684.0,102854.0,,,Sjeng Schalken,R,193.0,NED,23.7207392197,39.0,850.0,5-7 3-6 7-6(1) 6-3 6-2,5.0,R128,209.0,3.0,2.0,150.0,101.0,58.0,24.0,25.0,17.0,27.0,4.0,11.0,171.0,89.0,60.0,28.0,25.0,18.0,30.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,20.0,103096.0,,,Arnaud Clement,R,173.0,FRA,22.4476386037,59.0,691.0,102765.0,,,Nicolas Escude,R,185.0,FRA,24.1533196441,23.0,1178.0,7-6(6) 6-4 6-0,5.0,R128,118.0,6.0,4.0,94.0,60.0,40.0,22.0,14.0,7.0,9.0,7.0,5.0,87.0,41.0,25.0,23.0,14.0,10.0,16.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,21.0,102446.0,,,Andrei Medvedev,R,193.0,UKR,25.7440109514,20.0,1226.0,102025.0,,,Mikael Tillstrom,R,185.0,SWE,28.2327173169,65.0,662.0,1-6 7-6(7) 7-6(5) 6-2,5.0,R128,164.0,9.0,5.0,138.0,86.0,56.0,23.0,20.0,11.0,18.0,7.0,8.0,165.0,101.0,63.0,27.0,19.0,12.0,19.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,22.0,101820.0,,,Marc Rosset,R,201.0,SUI,29.5578370979,37.0,890.0,101647.0,,,Byron Black,R,175.0,ZIM,30.6447638604,64.0,669.0,7-5 7-5 6-0,5.0,R128,105.0,14.0,6.0,95.0,62.0,44.0,19.0,15.0,6.0,8.0,2.0,2.0,79.0,54.0,35.0,8.0,15.0,6.0,13.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,23.0,102860.0,,Q,Agustin Calleri,R,183.0,ARG,23.704312115,102.0,390.0,102456.0,,,Felix Mantilla,R,180.0,ESP,25.6810403833,63.0,675.0,6-2 6-3 6-4,5.0,R128,116.0,10.0,1.0,92.0,45.0,36.0,31.0,14.0,1.0,2.0,1.0,3.0,93.0,55.0,33.0,16.0,13.0,7.0,12.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,24.0,103103.0,14.0,,Dominik Hrbaty,R,183.0,SVK,22.3983572895,14.0,1408.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,28.1834360027,82.0,520.0,6-3 6-2 6-1,5.0,R128,85.0,3.0,1.0,80.0,43.0,36.0,19.0,12.0,5.0,5.0,5.0,5.0,83.0,44.0,31.0,12.0,12.0,9.0,15.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,25.0,103498.0,12.0,,Marat Safin,R,193.0,RUS,20.3367556468,12.0,1732.0,102567.0,,,George Bastl,R,183.0,SUI,25.1608487337,76.0,569.0,6-7(4) 6-1 6-3 6-2,5.0,R128,133.0,12.0,2.0,120.0,75.0,56.0,24.0,18.0,8.0,9.0,2.0,4.0,106.0,72.0,43.0,16.0,18.0,13.0,20.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,26.0,102776.0,,,Andrew Ilie,R,180.0,AUS,24.1122518823,38.0,870.0,101703.0,,WC,Guillaume Raoux,R,180.0,FRA,30.2861054073,283.0,114.0,6-3 4-6 6-0 7-5,5.0,R128,140.0,5.0,4.0,131.0,75.0,51.0,33.0,19.0,9.0,11.0,5.0,2.0,108.0,61.0,39.0,22.0,18.0,7.0,14.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,27.0,102247.0,,,Andrea Gaudenzi,R,183.0,ITA,26.8309377139,74.0,585.0,102770.0,,,John Van Lottum,R,185.0,NED,24.1341546886,114.0,365.0,6-3 3-6 7-6(3) 6-0,5.0,R128,170.0,1.0,3.0,119.0,78.0,53.0,22.0,18.0,10.0,14.0,4.0,2.0,117.0,67.0,46.0,19.0,18.0,12.0,19.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,28.0,103163.0,,,Tommy Haas,R,188.0,GER,22.1546885695,21.0,1223.0,102701.0,,,Marcelo Rios,L,175.0,CHI,24.424366872,19.0,1275.0,6-3 6-2 RET,5.0,R128,66.0,2.0,7.0,55.0,19.0,15.0,19.0,9.0,5.0,7.0,2.0,6.0,52.0,26.0,15.0,8.0,8.0,5.0,10.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,29.0,102607.0,,Q,Juan Balcells,R,190.0,ESP,24.9418206708,122.0,330.0,101843.0,,WC,Sergi Bruguera,R,188.0,ESP,29.3661875428,198.0,174.0,6-3 5-7 6-2 1-6 6-0,5.0,R128,143.0,10.0,2.0,135.0,98.0,65.0,17.0,21.0,8.0,14.0,6.0,4.0,126.0,82.0,46.0,19.0,21.0,15.0,24.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,30.0,102287.0,,,Albert Portas,R,188.0,ESP,26.5352498289,66.0,656.0,102318.0,,,Andrei Pavel,R,183.0,ROU,26.3353867214,27.0,983.0,6-2 7-6(1) 6-1,5.0,R128,98.0,5.0,4.0,95.0,57.0,39.0,22.0,14.0,6.0,8.0,7.0,2.0,80.0,57.0,33.0,5.0,13.0,13.0,19.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,31.0,102158.0,,,Patrick Rafter,R,185.0,AUS,27.4168377823,24.0,1163.0,101150.0,,,Gianluca Pozzi,L,180.0,ITA,34.9486652977,72.0,597.0,6-3 6-1 6-1,5.0,R128,95.0,5.0,2.0,70.0,44.0,36.0,13.0,12.0,8.0,9.0,3.0,2.0,70.0,34.0,18.0,12.0,11.0,12.0,19.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,32.0,101611.0,6.0,,Cedric Pioline,R,188.0,FRA,30.9541409993,6.0,2219.0,102106.0,,,Davide Sanguinetti,R,188.0,ITA,27.7590691307,97.0,417.0,4-6 6-0 4-0 RET,5.0,R128,90.0,3.0,4.0,59.0,28.0,24.0,15.0,10.0,1.0,3.0,3.0,2.0,60.0,28.0,16.0,11.0,10.0,7.0,13.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,33.0,102856.0,5.0,,Gustavo Kuerten,R,190.0,BRA,23.7152635181,5.0,2382.0,103714.0,,,Andreas Vinciguerra,L,180.0,SWE,19.2717316906,53.0,760.0,6-0 6-0 6-3,5.0,R128,73.0,2.0,1.0,64.0,35.0,23.0,22.0,10.0,4.0,5.0,3.0,1.0,70.0,39.0,15.0,10.0,11.0,17.0,25.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,34.0,102243.0,,Q,Marcelo Charpentier,L,180.0,ARG,26.8829568789,230.0,151.0,102223.0,,,Karim Alami,R,185.0,MAR,27.0143737166,30.0,966.0,6-7(1) 6-4 6-3 1-6 6-3,5.0,R128,221.0,4.0,7.0,199.0,145.0,83.0,28.0,24.0,17.0,23.0,10.0,3.0,138.0,82.0,56.0,30.0,23.0,4.0,11.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,35.0,102563.0,,,Thomas Johansson,R,180.0,SWE,25.18275154,62.0,675.0,102104.0,,,Christian Ruud,R,188.0,NOR,27.7618069815,87.0,479.0,7-6(4) 6-3 6-3,5.0,R128,144.0,9.0,4.0,117.0,50.0,35.0,36.0,15.0,9.0,12.0,10.0,6.0,126.0,69.0,44.0,22.0,15.0,10.0,16.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,36.0,102021.0,,,Michael Chang,R,175.0,USA,28.2655715264,33.0,924.0,102437.0,,,Adrian Voinea,R,185.0,ROU,25.8124572211,90.0,459.0,6-1 6-2 2-6 6-3,5.0,R128,118.0,1.0,2.0,87.0,47.0,37.0,22.0,16.0,5.0,8.0,5.0,3.0,93.0,51.0,32.0,18.0,16.0,14.0,21.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,37.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,28.7036276523,48.0,791.0,102783.0,,,Rainer Schuettler,R,180.0,GER,24.0930869268,77.0,550.0,7-6(5) 4-6 6-3 6-2,5.0,R128,157.0,11.0,2.0,133.0,73.0,55.0,36.0,20.0,4.0,6.0,4.0,3.0,125.0,67.0,42.0,35.0,19.0,9.0,13.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,38.0,103909.0,,Q,Guillermo Coria,R,175.0,ARG,18.3737166324,295.0,108.0,103566.0,,WC,Michael Llodra,L,190.0,FRA,20.0301163587,176.0,209.0,6-3 6-7(6) 6-4 6-4,5.0,R128,171.0,5.0,4.0,128.0,68.0,43.0,35.0,20.0,6.0,11.0,6.0,5.0,161.0,80.0,47.0,36.0,21.0,12.0,21.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,39.0,102539.0,,Q,Bohdan Ulihrach,R,188.0,CZE,25.2621492129,96.0,418.0,103451.0,,Q,Bjorn Phau,R,175.0,GER,20.6516084873,218.0,158.0,6-4 6-1 5-7 6-4,5.0,R128,158.0,12.0,9.0,149.0,79.0,54.0,29.0,19.0,22.0,28.0,3.0,3.0,116.0,67.0,38.0,21.0,20.0,16.0,25.0
2000-520,Roland Garros,Clay,128.0,G,20000529.0,40.0,102839.0,11.0,,Nicolas Lapentti,R,188.0,ECU,23.7919233402,11.0,1774.0,102369.0,,WC,Julien Boutter,R,190.0,FRA,26.1492128679,95.0,427.0,6-4 6-2 6-0,5.0,R128,105.0,4.0,3.0,70.0,41.0,29.0,15.0,12.0,3.0,6.0,3.0,2.0,74.0,44.0,21.0,8.0,12.0,10.0,19.0
